0.21978022,0.143936791,0.134912092,0.5625,0.763888889,0.066666667
0.148351648,0.297320508,0.245245784,0.5,0.680555556,0.152380952
0.10989011,0.227756785,0.29260854,1,0.291666667,0.285714286
0.362637363,0.136207489,0.029960531,0.5625,0.611111111,0.133333333
0.247252747,0.346616283,0.173663437,0.4375,0.75,0.133333333
0.241758242,0.19804191,0.302655185,0.375,0.75,0.123809524
0.307692308,0.360013741,0.401148188,0.5625,0.861111111,0.171428571
0.489010989,0.13929921,0.176713312,0.4375,0.305555556,0.333333333
0.252747253,0.179148059,0.012020093,0.4375,0.986111111,0
0.285714286,0.460151151,0.47255113,0.5625,0.583333333,0.342857143
0.175824176,0.262968052,0.452278436,0.75,0.666666667,0.2
0.247252747,0.24098248,0.459634015,0.6875,0.694444444,0.2
0.565934066,0.163517692,0.329207033,0.5625,0.236111111,0.428571429
0.28021978,0.288732394,0.339791891,0.75,0.861111111,0.123809524
0.318681319,0.550154586,0.435952637,0.4375,0.777777778,0.276190476
0.274725275,0.300583992,0.602081091,0.3125,0.638888889,0.314285714
0.269230769,0.879594641,0.548797991,0.3125,0.597222222,0.457142857
0.346153846,0.107179663,0.767850736,0.6875,0.611111111,0.361904762
0.456043956,0.240295431,0.715105849,0.5625,0.291666667,0.533333333
0.472527473,0.153383717,0.78973807,0.375,0.097222222,0.619047619
0.263736264,0.33888698,0.701471116,0.4375,0.777777778,0.304761905
0.373626374,0.349879766,0.784714747,0.5,0.791666667,0.380952381
0.582417582,0.196496049,0.841227126,0.4375,0.5,0.6
0.395604396,0.312263827,0.804987442,0.5,0.847222222,0.342857143
0.351648352,0.446753693,0.231072838,0.25,0.833333333,0.180952381
0.379120879,0.448471316,0.683710083,0.3125,0.722222222,0.39047619
0.335164835,0.248024734,0.239863653,0.3125,0.861111111,0.123809524
0.401098901,0.226897973,0.27377108,0.625,0.875,0.152380952
0.521978022,0.392820337,0.959095802,0.375,0.652777778,0.571428571
0.620879121,0.293541738,0.98116254,0.3125,0.597222222,0.60952381
0.510989011,0.330985915,0.714388231,0.3125,0.847222222,0.352380952
0.505494505,0.309859155,0.548259778,0.25,0.916666667,0.257142857
0.379120879,0.707317073,0.359526372,0.4375,0.680555556,0.371428571
0.412087912,0.478873239,0.80247578,0.4375,0.680555556,0.495238095
0.445054945,0.331844727,0.385540007,0.4375,0.777777778,0.257142857
0.494505495,0.244933013,0.960889846,0.3125,0.833333333,0.466666667
0.5,0.287186534,0.967707212,0.4375,0.819444444,0.476190476
0.510989011,0.471143937,0.840868317,0.4375,0.888888889,0.428571429
0.521978022,0.619031261,0.998385361,0.4375,0.805555556,0.59047619
0.489010989,0.36070079,0.954072479,0.5625,0.763888889,0.523809524
0.5,0.348162144,0.895048439,0.4375,0.75,0.495238095
0.472527473,0.389728616,0.752960172,0.375,0.763888889,0.438095238
0.510989011,0.396770869,0.887154647,0.1875,0.819444444,0.485714286
0.489010989,0.388869804,0.301040545,0.5,0.888888889,0.180952381
